Date,Close,Close_DWT
2023-01-03 00:00:00-05:00,14.30147933959961,17.206032852032216
2023-01-04 00:00:00-05:00,14.73507022857666,17.316866429350327
2023-01-05 00:00:00-05:00,14.251526832580566,17.431761946599128
2023-01-06 00:00:00-05:00,14.844965934753418,17.551006118746102
2023-01-09 00:00:00-05:00,15.613241195678711,17.6716177991505
2023-01-10 00:00:00-05:00,15.893973350524902,17.79449220730725
2023-01-11 00:00:00-05:00,15.98588752746582,17.91567253475095
2023-01-12 00:00:00-05:00,16.495405197143555,18.034438349905262
2023-01-13 00:00:00-05:00,16.883039474487305,18.15329476055225
2023-01-17 00:00:00-05:00,17.685279846191406,18.271019099087233
2023-01-18 00:00:00-05:00,17.36058807373047,18.38919227397339
2023-01-19 00:00:00-05:00,16.749168395996094,18.507949815429654
2023-01-20 00:00:00-05:00,17.82215118408203,18.625375897064753
2023-01-23 00:00:00-05:00,19.17487335205078,18.741738191580822
2023-01-24 00:00:00-05:00,19.246801376342773,18.861006439975178
2023-01-25 00:00:00-05:00,19.304752349853516,18.983210310192188
2023-01-26 00:00:00-05:00,19.78329849243164,19.10655586202509
2023-01-27 00:00:00-05:00,20.345766067504883,19.232002123109847
2023-01-30 00:00:00-05:00,19.143901824951172,19.35665704368498
2023-01-31 00:00:00-05:00,19.5185489654541,19.480267647990345
2023-02-01 00:00:00-05:00,20.9232234954834,19.605032778447413
2023-02-02 00:00:00-05:00,21.688499450683594,19.730266699254702
2023-02-03 00:00:00-05:00,21.0800724029541,19.85759551956762
2023-02-06 00:00:00-05:00,21.069082260131836,19.98740117556462
2023-02-07 00:00:00-05:00,22.152061462402344,20.11840323929228
2023-02-08 00:00:00-05:00,22.18402862548828,20.251112707753606
2023-02-09 00:00:00-05:00,22.31590461730957,20.38506371188129
2023-02-10 00:00:00-05:00,21.244915008544922,20.52015784511659
2023-02-13 00:00:00-05:00,21.76742172241211,20.65708705641061
2023-02-14 00:00:00-05:00,22.94930648803711,20.79575916454521
2023-02-15 00:00:00-05:00,22.74250030517578,20.934088672263076
2023-02-16 00:00:00-05:00,21.981220245361328,21.07199807012703
2023-02-17 00:00:00-05:00,21.367799758911133,21.210435786226245
2023-02-21 00:00:00-05:00,20.63549041748047,21.348865524147904
2023-02-22 00:00:00-05:00,20.734399795532227,21.48867503240926
2023-02-23 00:00:00-05:00,23.641651153564453,21.62996397843427
2023-02-24 00:00:00-05:00,23.264005661010742,21.771590952685848
2023-02-27 00:00:00-05:00,23.478801727294922,21.913860232307886
2023-02-28 00:00:00-05:00,23.194072723388672,22.061210268496232
2023-03-01 00:00:00-05:00,22.676563262939453,22.213955607517676
2023-03-02 00:00:00-05:00,23.29197883605957,22.37022699597868
2023-03-03 00:00:00-05:00,23.867435455322266,22.531271452290603
2023-03-06 00:00:00-05:00,23.53175926208496,22.69426291092183
2023-03-07 00:00:00-05:00,23.269954681396484,22.859111399952837
2023-03-08 00:00:00-05:00,24.16226577758789,23.028355928453696
2023-03-09 00:00:00-05:00,23.417842864990234,23.20147051266253
2023-03-10 00:00:00-05:00,22.947208404541016,23.375693462573494
2023-03-13 00:00:00-04:00,22.948205947875977,23.55114917856063
2023-03-14 00:00:00-04:00,24.044355392456055,23.728868455184188
2023-03-15 00:00:00-04:00,24.209228515625,23.908228843729475
2023-03-16 00:00:00-04:00,25.521211624145508,24.09160705074642
2023-03-17 00:00:00-04:00,25.705068588256836,24.27918781413848
2023-03-20 00:00:00-04:00,25.879934310913086,24.469318552010932
2023-03-21 00:00:00-04:00,26.178701400756836,24.662573116832323
2023-03-22 00:00:00-04:00,26.447490692138672,24.85561779340512
2023-03-23 00:00:00-04:00,27.169933319091797,25.04798128411133
2023-03-24 00:00:00-04:00,26.758251190185547,25.24167853732423
2023-03-27 00:00:00-04:00,26.51044273376465,25.43573866336374
2023-03-28 00:00:00-04:00,26.38953971862793,25.63174502817372
2023-03-29 00:00:00-04:00,26.96309471130371,25.829850867246762
2023-03-30 00:00:00-04:00,27.361783981323242,26.028404001084017
2023-03-31 00:00:00-04:00,27.755481719970703,26.227721609566316
2023-04-03 00:00:00-04:00,27.943334579467773,26.430862247883297
2023-04-04 00:00:00-04:00,27.431732177734375,26.637864859317776
2023-04-05 00:00:00-04:00,26.860170364379883,26.847458163339553
2023-04-06 00:00:00-04:00,27.016056060791016,27.06040675093853
2023-04-10 00:00:00-04:00,27.557632446289062,27.27449104012004
2023-04-11 00:00:00-04:00,27.147951126098633,27.489563535360656
2023-04-12 00:00:00-04:00,26.474470138549805,27.707362197916286
2023-04-13 00:00:00-04:00,26.442493438720703,27.927393853090116
2023-04-14 00:00:00-04:00,26.737268447875977,28.146082190559625
2023-04-17 00:00:00-04:00,26.9810791015625,28.363258944108257
2023-04-18 00:00:00-04:00,27.64556312561035,28.58024985198654
2023-04-19 00:00:00-04:00,27.909360885620117,28.79606872349079
2023-04-20 00:00:00-04:00,27.082998275756836,29.013186389016127
2023-04-21 00:00:00-04:00,27.097990036010742,29.231659159177543
2023-04-24 00:00:00-04:00,27.021047592163086,29.449362465164953
2023-04-25 00:00:00-04:00,26.22066879272461,29.66675802254716
2023-04-26 00:00:00-04:00,26.935115814208984,29.88578488911567
2023-04-27 00:00:00-04:00,27.204906463623047,30.10631213511637
2023-04-28 00:00:00-04:00,27.727500915527344,30.32767208929377
2023-05-01 00:00:00-04:00,28.887601852416992,30.550286954902454
2023-05-02 00:00:00-04:00,28.188140869140625,30.772379067028893
2023-05-03 00:00:00-04:00,27.78046226501465,30.99381278265514
2023-05-04 00:00:00-04:00,27.540647506713867,31.215782146576153
2023-05-05 00:00:00-04:00,28.65778160095215,31.437853069757942
2023-05-08 00:00:00-04:00,29.128414154052734,31.66310133557768
2023-05-09 00:00:00-04:00,28.548864364624023,31.891924934797974
2023-05-10 00:00:00-04:00,28.86262321472168,32.12253362059897
2023-05-11 00:00:00-04:00,28.555856704711914,32.35581362073674
2023-05-12 00:00:00-04:00,28.31804084777832,32.590228338913676
2023-05-15 00:00:00-04:00,28.93056869506836,32.8256407777865
2023-05-16 00:00:00-04:00,29.19036865234375,33.06360258079268
2023-05-17 00:00:00-04:00,30.154617309570312,33.3038047163178
2023-05-18 00:00:00-04:00,31.65345573425293,33.543558144577965
2023-05-19 00:00:00-04:00,31.239776611328125,33.78283912720609
2023-05-22 00:00:00-04:00,31.151845932006836,34.022744441614215
